Country,Region-Geo,Continent,Region,Year,Leap Year,ChildrenPerWoman,CO2Emissions,DemocracyScore,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
El Salvador,America - Central,Central and South America,America,1992,[1992],3.777,0.623504627,7,8888.463399,,,41.4,4.253875214,,67.572,74.14316182,84.9466353,,,,,,,,1.562016546,5498489,261.323,,100.916,4757.87,142.2151502,,,104.1,9326459854,,-16.3451082,,51.1266,3.43125199,3428.333333
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1992,[1992],5.902,0.541045694,-7,2264.110069,,,118.1,0.069347049,,47.079,,,,,,,,,,3.384696277,399843,14.254,,,73236.13,,,,,227081762,,-34.21506225,,36.3806,5.65824806,216.3333333
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1992,[1992],6.438,,,1165.71702,,,85.1,,,49.865,,,,,,,,,,0.112782752,3184019,27.075,,,,9.815202102,,,,429588978.5,,-33.52997668,,16.1016,1.053748875,
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1992,[1992],,,,,,,,,,,,,,,,,,,,,55756999,,,,,,,,,,,,,,,
Estonia,Europe - Northern,Europe,Europe & Central Asia,1992,[1992],1.711,15.07796237,6,16491.46367,,,15.3,,0.065252816,69.14,,,,,3.263999939,19.81122,33.61771,6.571338,,-1.824181555,1527660,33.873,,102.759,8393.8228,804.7421527,24.47372,,50.878,,,5.892230613,20.37804,70.6684,-2.148834689,23034
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,1992,[1992],7.143,0.057342293,0,842.7069306,,,116.1,15.53249297,,47.763,,,,,,,,,,3.404354621,51730288,46.844,,74.771,,7.77661943,,5.643718831,,5286719782,,-4.40627471,,13.1034,5.262250745,2966.333333
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,1992,[1992],,14.33224756,,,,,,,,,,,,,,,,,,-2.031345037,46050,32.916,,,,,,,33,,,,,30.7268,-1.815013209,660
Falkland Islands (Malvinas),Europe - Northern,Europe,America,1992,[1992],,17.10199005,,,,,,,,,,,,,,,,,,,,0.176,,,,,,,,,,,,,,36.66666667
Fiji,Oceania,Oceania,East Asia & Pacific,1992,[1992],3.352,0.970361653,5,6820.57208,,,24.1,6.265133423,,65.948,,,,,0.472299993,,,,,1.234625302,744396,40.735,,99.82,38653.478,,,21.60100769,57,1378473251,,-2.997002997,,43.165,3.051093139,722.3333333
Finland,Europe - Northern,Europe,Europe & Central Asia,1992,[1992],1.85,9.504645632,10,41294.32997,,,5,0.918939283,1.884175563,75.7,,,,,2.1,3.230288,4.189721,2.287992,2.054514549,0.561909851,5034766,14.889,,110.573,21848.84,3146.147899,27.70363,,11.7,90120692832,,0.813223618,10.86676,80.0054,0.961680941,47853.66667
France,Europe - Western,Europe,Europe & Central Asia,1992,[1992],1.724,6.941837134,9,50281.83512,,,6.7,1.930139559,0.271338368,77.46,,,3.299999952,,3.1,0.981137,1.255104,0.7115858,1.651418677,0.446593922,57189616,103.698,,102.095,3551.41,1910.488806,11.9461,,8.3,112e10,,0.593509733,14.7349,74.3984,0.676971563,397001
French Guiana,America - South,Central and South America,America,1992,[1992],4.011,6.961749931,,14857.74438,,,,,,72.607,,,,,,,,,,,126405,1.405,,,1066191.38,,,,,,,,,,,880
French Polynesia,Oceania,Oceania,East Asia & Pacific,1992,[1992],3.175,3.171467279,,48042.40385,,,,1.271569884,,69.332,,,,,,,,,,1.993886551,203481,50.87,,106.088,,,,,,2895894295,,-23.69283164,,54.9376,1.154282712,645.3333333
Gabon,Africa - Central,Africa,Sub-Saharan Africa,1992,[1992],5.259,2.14905374,-4,27044.31505,,,59.4,0.213866957,,61.479,,,,,,,,,,3.245728087,991289,3.703,,,168483.34,235.398782,,,,4420256843,,12.28226363,,71.6294,4.996566386,2130.333333
Gambia,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],6.083,0.191536042,8,1331.248825,,,75.8,1.950029911,,52.666,,,,,,,,,,3.193981575,1033748,91.523,,65.085,7708.88,,,,,606677719,,-12.87523032,,40.5116,5.946290475,198
Georgia,Asia - Western,Asia,Europe & Central Asia,1992,[1992],2.076,2.868189896,4,4786.061868,,,35,1314.186399,,70.192,,,,,4.725500107,0.217166,0.3938695,0.0489405,,0.77451105,5346229,76.703,,96.665,11877.718,504.0784578,4.257313,,,3543781426,,-30.58571237,10.3131,54.5592,0.336681499,15334
Germany,Europe - Western,Europe,Europe & Central Asia,1992,[1992],1.321,11.12390959,10,53010.60634,,,6.2,5.400475258,0.433440951,76.07,,,2.099999905,,2.8,1.124522,1.309386,0.9403679,1.673305994,0.760346947,80282985,224.868,,98.787,1915.22,1523.926948,9.544301,,17.058,167e10,,-0.404634797,12.59103,73.1852,0.806268411,893060.6667
Ghana,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],5.392,0.261606202,-1,1850.120308,2.79,29.99,75.7,11.15006581,,57.439,,,,,,,,,,2.848821087,15655847,65.634,77.65,,3226.33,75.51084243,,10.76865678,,3572868343,,-11.54168794,,37.9202,4.818504263,4095.666667
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,1992,[1992],,3.391042715,,,,,,,,,,,,,,,,,,,27032,4505.333,,,,1205.506044,,,,,,,,,,91.66666667
Greece,Europe - Southern,Europe,Europe & Central Asia,1992,[1992],1.37,7.293497871,10,34427.33398,,,10.2,14.79881428,0.048204812,77.187,,,3.900000095,,3.7,1.123254,1.769088,0.4988626,1.551409982,1.101272936,10351229,78.444,,99.299,7177.929,1027.938903,2.118528,,17.34,102e9,,-10.63966428,20.00797,59.0206,1.251842177,75496.66667
Greenland,America - North,North America,America,1992,[1992],2.607,8.683950839,,53290.60122,,,,1.545678253,,,,,,,,,,,,-0.361011222,55735,0.026,,,10819636.83,,,,90.4,849134084.7,,,,80.1632,-0.07043137,484
Grenada,America - Central,Central and South America,America,1992,[1992],3.551,1.245971188,,12197.84558,,,17,4.177019414,0,68.925,,,,,,,,,,0.770105263,97113,282.305,,,,,,21.71609024,90.1,352561518.2,,-15.52393663,,33.876,1.4335362,121
Guadeloupe,America - Central,Central and South America,America,1992,[1992],2.149,3.614575888,,7896.668702,,,,,,74.437,,,,,,,,,,,394606,231.44,,,,,,,,,,,,,,1426.333333
Guam,Oceania,Oceania,East Asia & Pacific,1992,[1992],2.929,,,,,,,,,72.42,,,,,,,,,,1.788075908,138981,253.153,,,,,,,107.6,,,,,91.2996,2.064252217,
Guatemala,America - Central,Central and South America,America,1992,[1992],5.465,0.643864772,3,8878.90168,,,54.7,8.861384879,,63.234,,,,,,24.15801,43.16607,5.587501,,2.317049691,9345130,85.823,,,11924.667,90.03677529,2.837853,8.313948701,118.5,14005591526,,-9.230270207,6.171083,41.9142,3.272590835,6017
Guernsey,Europe - Northern,Europe,Europe & Central Asia,1992,[1992],,,,69726.87945,,,,,,,,,,,,,,,,,61675,,,,,,,,,,,,,,,
Guinea,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],6.492,0.166139972,-5,1588.696877,,,135.3,26.22021363,,51.033,,,,,,,,,,6.099627313,6466435,26.302,,,34558.04,,,,,2212931965,,-1.198665839,,28.6056,7.117882324,1074.333333
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],6.554,0.245866778,-6,1491.079741,,,119.9,64.98118999,,49.757,,,,,,,,,,2.042555996,1058839,29.31,,,28630.4,,,,,197779642.3,,-45.20939597,,29.8046,4.89034357,260.3333333
Guyana,America - South,Central and South America,America,1992,[1992],2.467,1.454272414,6,4469.308492,,,44.2,13.49999937,,62.321,,,,,,11.486,,,,0.023081234,723615,3.366,,,329240.81,,,,,505305251.9,,-25.25041903,,29.4046,-0.279813473,1052.333333
Haiti,America - Central,Central and South America,America,1992,[1992],5.21,0.122504097,-7,2912.619033,,,94.7,20.90816579,,55.137,,,,,0.083999999,,,,,2.032552597,7422881,267.491,,,1895.468,17.23172115,,,76,3536477718,,-17.39466564,,30.142,4.777057941,909.3333333
Holy See,Europe - Southern,Europe,Europe & Central Asia,1992,[1992],,,,,,,,,,,,,,,,,,,,,773,1756.818,,,,,,,,,,,,,,
Honduras,America - Central,Central and South America,America,1992,[1992],4.95,0.59556767,6,6163.389207,1.05,41.95,42,9.102214291,,67.578,,,,,,,,,,2.718651911,5165380,46.083,46.49,,18571.2584,110.7076511,,,126.5,5608380316,,-4.106382979,,41.4524,3.922909711,3076.333333
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,1992,[1992],,,,49515.20602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,1992,[1992],1.749,5.671051516,10,21071.2571,,,15.3,21.50917966,0.048275799,69.21,,,2,,2.9,3.597965,4.79434,2.548921,0.781439036,-0.039136583,10352695,111.281,,100.28,10058.85,1016.157467,19.09446,,37.778,38619138295,,-0.024760965,21.83017,65.5864,-0.230760924,58710.66667
Iceland,Europe - Northern,Europe,Europe & Central Asia,1992,[1992],2.171,7.040401826,,50288.78402,,,4.6,3.449289505,1.532226528,78.77,,,0.200000003,,3,,,,2.708932165,1.256632077,259881,2.523,,,654143.03,2092.943802,,,26.5,6520331239,,-0.075366653,,91.102,1.450008981,1829.666667
India,Asia - Southern,Asia,South Asia,1992,[1992],3.709,0.860997141,8,2371.076983,,,83.8,8.96515236,0.000111308,59.119,,,,,0.479999989,,,,0.068209445,2.015012719,910064576,276.846,,,2113.036,45.55521681,,9.9173389,,295e9,,-0.755789001,,25.971,2.834657748,783563
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,1992,[1992],2.931,1.063225402,-7,4766.281796,,,57.1,5.364316197,,64.308,,,,,0.150199994,,,,0.184470892,1.619575382,190512441,100.029,,93.731,15035.23,61.34230965,,15.75803926,,127e9,,2.933124953,,32.572,4.718810183,202557.6667
Iran,Asia - Southern,Asia,Middle East & North Africa,1992,[1992],4.137,4.013710396,-6,14090.7682,,,40.3,28.07645634,,65.728,,,,,,,,,0.875574943,1.607866397,57067645,34.624,,85.519,2323.3486,323.0656701,,7.440989032,89.5,82511394661,,-12.11987767,,57.8924,3.119472462,229053
Iraq,Asia - Western,Asia,Middle East & North Africa,1992,[1992],5.699,3.348151507,-9,7406.122419,,,40.4,,,69.9,,,,,,,,,,2.815995949,18417924,42.02,,,3844.654,,,,,,,,,69.3356,2.510325198,61666
Ireland,Europe - Northern,Europe,Europe & Central Asia,1992,[1992],1.918,8.824458068,10,35117.63109,,,6.7,,0.169251102,75.54,,,8.600000381,,2,0.7959415,1.237098,0.3770014,1.429576858,0.684589451,3549302,50.507,,104.134,14707.73,1294.867497,15.5659,,17.182,,,7.797201192,10.57577,57.3116,1.036739392,31320.66667
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,1992,[1992],,,,34703.23133,,,,3.755534448,,,,,,,,,,,,0.480783674,71305,124.659,,,,,,,,884075711.2,,,,51.7608,0.49508123,
Israel,Asia - Western,Asia,Middle East & North Africa,1992,[1992],2.952,8.631259002,9,36103.04507,,,8.7,13.54468142,0.291458419,76.8,,,,,3.656500101,1.241497,1.745406,0.7550775,,3.455466681,4807603,217.097,,102.537,368.553,1394.747166,7.077847,,20.7,81017170729,,-13.70426271,6.456998,90.5618,3.567497369,41495.66667
Italy,Europe - Southern,Europe,Europe & Central Asia,1992,[1992],1.277,7.523751496,10,44027.28972,,,7.7,4.907860035,0.070174388,77.44,,,5.199999809,,,2.108842,3.662117,0.5829161,1.660123813,0.067924433,56895154,188.821,,99.551,3360.26,980.7917363,4.87447,,7.61,964e9,,0.067774164,15.01842,66.8044,0.126620425,428065
Jamaica,America - Central,Central and South America,America,1992,[1992],2.855,3.375796258,10,14809.84737,,,23.8,60.03573385,,70.501,,,4,,,,,,,0.704137032,2398249,218.201,,,3900.22,225.3814946,,,,8071010741,,-0.945238637,,49.9124,1.174463456,8096
Japan,Asia - Eastern,Asia,East Asia & Pacific,1992,[1992],1.499,9.12065002,10,53649.79023,,,4.4,1.58817394,0.095859763,79.36,,,0.300000012,,1.7,0.6257048,0.7286913,0.5253438,2.090606291,0.248237081,123177552,325.976,,100.862,3457.35,1596.749738,9.45154,,3.9,441e10,,2.162639762,10.53595,77.6098,0.422851947,1123459.333
Jersey,Europe - Northern,Europe,Europe & Central Asia,1992,[1992],,,,,,,,,,,,,,,,,,,,,84768,,,,,,,,,,,,,,,
Jordan,Asia - Western,Asia,Middle East & North Africa,1992,[1992],5.169,3.222505252,-2,6863.187294,2.41,34.93,28.4,6.564347968,,70.329,,,,,,,,,,5.167403669,3806045,42.601,14.87,103.605,255.4027,277.755293,,22.97224703,,6196942169,,-31.17937175,,74.6834,6.824257495,12265
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,1992,[1992],2.61,15.90192578,-3,11839.81794,,,45.8,1472.216356,,65.719,,,,,3.907500029,15.30907,25.29992,5.743421,1.235476833,-0.069352202,16430903,6.03,,,6671.906,,23.43548,,52,22207118082,,-1.326699834,20.72958,56.128,-0.192209996,261283
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,1992,[1992],5.668,0.221238732,-5,2683.843442,1.24,47.87,66.4,18.8972341,,58.199,,,,,,,,,,3.255897638,25042330,43.149,59.32,,1227,35.05751255,,18.40725046,,10609713799,,-0.410121724,,17.354,5.017315072,5540.333333
Kiribati,Oceania,Oceania,East Asia & Pacific,1992,[1992],4.568,0.296244429,,4813.421739,,,64.2,6.932435687,,61.394,,,,,0.185800001,,,,,1.492301784,74263,102.291,,101.839,,,,,,47542408.77,,-69.16368748,,35.5558,2.295387402,22
Kuwait,Asia - Western,Asia,Middle East & North Africa,1992,[1992],2.144,10.95763492,-7,69865.83917,,,12.7,,,72.37,,,,,,,,,2.888657782,,1924077,107.985,,96.843,10.044,8117.983492,,0.08581481,16.8,22530088649,,-13.7475315,,98.0016,,21083.33333
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,1992,[1992],3.664,,-3,3930.431533,,,,,,66.303,,,,,,14.54557,24.21437,5.464494,,,4476402,,,,4595.628,375.3370441,13.74296,,54,,,-12.00593604,20.55894,,,
Lao,Asia - Eastern,Asia,East Asia & Pacific,1992,[1992],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,Europe - Northern,Europe,Europe & Central Asia,1992,[1992],1.696,5.181314097,8,12303.02993,,,18.9,932.5224245,,68.45,,,,,3.601700068,15.49876,24.81898,7.079783,,-1.376795066,2612722,40.445,,102.839,13572.1018,452.7035261,25.76167,,47.4,6181701566,,6.87769115,30.3957,69.05,-1.521512891,13537.33333
Lebanon,Asia - Western,Asia,Middle East & North Africa,1992,[1992],2.841,3.627098849,0,7275.455799,,,24.8,119.9892876,,70.878,,,,,,,,,,3.402199804,3130785,301.037,,100.987,1425.7277,,,,,13058221252,,-64.48018973,,83.8,3.808753037,11355.66667
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,1992,[1992],4.759,,-7,1954.972545,,,67.8,13.74663985,,59.695,,,,,,,,,,1.786850705,1699284,55.98,,121.336,1835.4407,,,43.63322155,,554232468.8,,-116.008333,,15.1622,5.808006853,
Liberia,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],6.336,0.141013352,0,1273.245838,,,164.5,-1.063218391,,47.839,,,,,,,,,,-1.793592652,2054179,18.445,,,111992.78,,,,,227416403.4,,,,41.6106,-0.978467138,289.6666667
Libya,Africa - Northern,Africa,Middle East & North Africa,1992,[1992],4.426,8.261030561,-7,19280.277,,,33.2,,,69.168,,,,,,,,,,1.972442584,4509970,2.563,,,131.89,759.2153926,,,,,,5.120008385,,75.8314,2.043942489,37257
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,1992,[1992],,,,109936.6024,,,8.28,4.023552508,,,,,,,,,,,,1.319146475,29760,186,,,,,,,,1494663645,,,,16.7496,0.788009478,
Lithuania,Europe - Northern,Europe,Europe & Central Asia,1992,[1992],1.848,6.002893088,10,19487.02148,,,15.8,942.3065299,,70.4,,,,,3.927999973,10.30639,16.28626,4.815607,1.174001875,-0.108586325,3689943,56.508,,,6741.92,485.4563036,22.15937,,48.13,11784441130,,3.423370523,24.30849,67.4638,-0.196891,22150.33333
Luxembourg,Europe - Western,Europe,Europe & Central Asia,1992,[1992],1.637,27.52969717,,91708.7198,,,6.4,3.729075179,0.152653068,75.16,,,0.200000003,,2.1,,,,,1.328347571,390778,151.113,,,7918.74,1566.953423,,,12.17,13718447181,,16.32651333,,81.7254,1.805714087,10758
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,1992,[1992],,,,45834.46406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,1992,[1992],6.179,0.087267147,9,2081.352381,,,91.8,14.41502326,,52.278,,,,,,,,,,3.000855548,11974724,20.398,,,26415.26,,,,,3095838835,,-8.283494229,,24.458,4.841221086,1045
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,1992,[1992],6.719,0.067790929,-9,1126.400029,,,135.3,13.27642125,,47.182,,,,,,,,,,1.017707642,9681728,81.713,,,1764.245,,,,,1252430787,,-19.24960754,,12.2412,3.83955689,656.3333333
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,1992,[1992],3.454,3.920589056,4,14555.8256,1.83,37.12,13,2.414996727,0.001047822,71.197,,,,,0.41139999,,,,0.728842564,2.618396157,19204087,58.221,11.21,102.19,30386.57,,,,20,56306715078,,1.356495271,,52.1516,4.904666615,75291.33333
Maldives,Asia - Southern,Asia,South Asia,1992,[1992],5.461,1.091665372,,4523.599575,,,62.3,,0,62.246,,,,,,,,,,2.643853511,231756,777.705,,,130.994,,,14.95898236,,,,-5.279428712,,25.7592,2.487139203,253
Mali,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],7.023,0.048882097,7,1478.02875,,,127,1.971373836,,47.127,,,,,,,,,,2.396184626,9076261,7.318,,57.681,12387.23,,,,,1794519417,,-17.4111824,,24.2008,4.228512141,443.6666667
Malta,Europe - Southern,Europe,Europe & Central Asia,1992,[1992],2.022,5.438492311,,29491.04041,,,9.2,3.554412684,,75.728,,,,,2.421799898,,,,,0.982779504,375533,1188.396,,94.471,137.45798,765.3804213,,,12.35,2625749584,,-6.946242624,,90.607,1.107571763,2042.333333
Marshall Islands,Oceania,Oceania,East Asia & Pacific,1992,[1992],,1.11405943,,15179.71887,,,36.4,3.014047944,0,,,,,,,,,,,1.839827852,49369,272.757,,,,,,,,108400623.7,,,,65.7232,2.350233058,55
Martinique,America - Central,Central and South America,America,1992,[1992],1.986,5.642513776,,22806.69097,,,,,,75.505,,,,,,,,,,,363904,330.221,,,,,,,27.9,,,,,,,2053.333333
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],5.875,1.397014283,-6,2722.739568,,,80.2,5.741941707,,58.826,,,,,,,,,,2.748290717,2107590,2.055,,73.182,5560.01,,,,,1008383456,,-10.72503779,,39.7346,2.828353765,2944.333333
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,1992,[1992],2.253,1.569111463,10,12116.50769,,,18.3,5.355399159,,69.972,,,,,0.84740001,3.217462,4.570774,1.810345,,1.315743114,1088939,533.794,,,2542.8522,,16.30516,,,3032403303,,-3.242332742,17.18388,43.6536,1.033918757,1708.666667
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,1992,[1992],5.307,,,,,,,,,72.906,,,,,,,,,,,103795,277.527,,,,,,,,,,,,,,
Mexico,America - Central,Central and South America,America,1992,[1992],3.199,3.752618578,0,18944.76859,1.51,39.9,33.4,14.41103367,0.01730781,71.64,,,,,1.3,22.29644,41.39677,4.264415,0.813714488,1.844451821,87523328,44.696,15.18,96.359,5253.1418,273.0569589,3.895335,11.58802336,76.6,446e9,,-5.033746564,19.43325,72.1986,2.385814212,328441.6667
Monaco,Europe - Western,Europe,Europe & Central Asia,1992,[1992],,,,64213.91391,,,5.8,2.135883892,,,,,,,3,,,,,1.315912766,31745,21305.369,,,,,,,,2229199374,,,,100,1.315912766,
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,1992,[1992],3.451,4.919042516,9,3570.804033,,,70.3,173.6906827,,60.671,,,,,2.618000031,,,,,1.134006297,2251861,1.438,,,15110.04,154.3860045,,11.08136575,,944354970.2,,-7.429660454,,56.9418,1.053956578,11077
Montenegro,Europe - Southern,Europe,Europe & Central Asia,1992,[1992],1.825,,-5,14006.67807,,,14.1,,,74.741,,,,,,,,,,1.365675801,625630,45.296,,,,,,,,,,,,50.1682,3.51261313,
Montserrat,America - Central,Central and South America,America,1992,[1992],,3.381909857,,24566.83075,,,11.76,,,,,,,,,,,,,,10842,106.294,,,,,,,,,,,,,,36.66666667
Morocco,Africa - Northern,Africa,Middle East & North Africa,1992,[1992],3.755,1.013909687,-7,5896.094504,,,58.4,4.437185278,,65.782,,,,,,,,,,1.73559148,25679802,57.507,,70.001,1128.13,104.4057596,,,,30071024425,,-6.415793406,,49.7114,3.072554731,26037
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,1992,[1992],6.14,0.069911183,-6,821.7936478,,,150.2,35.0389955,,44.409,,,,,,,,,,3.198680228,14318167,17.862,,71.098,15162.115,19.15131918,,,,2487658528,,-30.88930868,,23.146,7.728139811,1001
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,1992,[1992],3.158,0.120906766,-7,1783.438752,,,72.5,21.74546539,,59.451,,,,,,,,,,1.41805092,40425088,59.749,,96.378,25269.0763,18.89527239,,5.037396545,,,,-0.711843516,,25.0228,2.246319351,4887.666667
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,1992,[1992],4.97,0.009696816,6,7609.075998,,,47.5,9.707931473,,61.263,,,,,0.231600002,,,,,3.178734414,1512524,1.835,,106.227,11658.7855,,,30.3422711,,3003878016,,-14.74113431,,28.5188,4.702978586,14.66666667
Nauru,Oceania,Oceania,East Asia & Pacific,1992,[1992],,14.21486449,,22041.48595,,,42.5,,,,,,,,,,,,,,9544,454.476,,,,,,,69.6,,,,,,,135.6666667
Nepal,Asia - Southern,Asia,South Asia,1992,[1992],5.004,0.066407867,5,1795.480721,,,89.9,18.48909464,0,56.619,,,,,0.0757,,,,,2.468172346,20042806,136.178,,62.486,10461.9,13.0397016,,6.483344072,,3738387432,,-9.775960879,,9.6704,6.780979568,1331
Netherlands,Europe - Western,Europe,Europe & Central Asia,1992,[1992],1.59,11.13034313,10,51427.76351,,,6.3,2.495734561,1.312926711,77.42,,,2.400000095,,,1.235862,1.739661,0.7160306,2.417182242,0.756056593,15102709,363.675,,97.006,6004.95,1153.477564,7.480847,,7.5,294e9,,3.786819929,7.882078,70.3348,1.936526838,168098.3333
Netherlands Antilles,Europe - Western,Europe,America,1992,[1992],2.28,22.60520026,,39266.03269,,,,,,74.52,95.10354766,96.98057948,6.699999809,,,5.073,,,,,191888,239.86,,,,,,,,,,,,,,4337.666667
New Caledonia,Oceania,Oceania,East Asia & Pacific,1992,[1992],2.93,9.970836289,,72766.34034,,,,2.841715951,,71.31,,,,,,,,,,2.612308708,177618,9.562,,,,,,,,2402602807,,-17.97091333,,59.7582,2.797676439,1771
New Zealand,Oceania,Oceania,East Asia & Pacific,1992,[1992],2.30748,7.17711567,10,36726.64988,,,8.2,1.96387386,0.28362769,76.33,,,3,,1.9,2.310724,3.100525,1.516456,1.333018376,1.041735384,3503125,12.949,,99.256,93070.22,2945.544668,23.35897,,32.95,38643270231,,2.40230586,18.05065,84.9784,1.18092638,25142.33333
Nicaragua,America - Central,Central and South America,America,1992,[1992],4.519,0.553825509,6,4340.303449,,,46.7,23.66639533,,65.607,,,,,,,,,,2.43705929,4323263,33.256,,,45261.426,107.7860913,,19.84950915,,2825973080,,-36.0151718,,52.8158,2.891363141,2394.333333
Niger,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],7.766,0.094539656,8,1162.36545,3,29.44,132.2,1.100128166,,45.142,,,,,0.0272,,,,,3.226573096,8299868,6.551,91.09,54.602,4024.421,,,,,1444076715,,-1.081555604,,15.53,3.749509179,784.6666667
